filename,width,height,aspect_ratio,intensity_mean,intensity_std,intensity_max,intensity_min
air_pump_PNG1.jpg,368,368,1.0,82.48102569580078,78.35684967041016,255.0,0.0
air_pump_PNG12.jpg,458,458,1.0,110.09912109375,64.6719741821289,255.0,0.0
air_pump_PNG13b.jpg,412,320,1.2875,117.8456802368164,57.127830505371094,255.0,0.0
air_pump_PNG15a.jpg,414,320,1.29375,85.67963409423828,71.61510467529297,255.0,0.0
air_pump_PNG15b.jpg,414,320,1.29375,76.75066375732422,51.37117004394531,255.0,0.0
air_pump_PNG16.jpg,1280,735,1.7414965986394557,109.94747161865234,47.44746780395508,255.0,0.0
air_pump_PNG17.jpg,1000,700,1.4285714285714286,125.61980438232422,59.67481994628906,255.0,0.0
air_pump_PNG19.jpg,700,1693,0.4134672179562906,94.2321548461914,61.95737075805664,255.0,0.0
air_pump_PNG23.jpg,1000,667,1.4992503748125936,179.7320556640625,51.426666259765625,255.0,0.0
air_pump_PNG24.jpg,350,396,0.8838383838383839,95.20301818847656,57.553138732910156,255.0,0.0
air_pump_PNG26.jpg,1057,2284,0.462784588441331,115.56773376464844,52.83487319946289,255.0,0.0
air_pump_PNG31.jpg,1024,1024,1.0,96.7318344116211,52.06796646118164,255.0,0.0
air_pump_PNG9.jpg,876,1955,0.44808184143222507,63.4150505065918,48.0401611328125,255.0,0.0
ak47_PNG15444.jpg,800,334,2.395209580838323,116.454833984375,69.80219268798828,255.0,0.0
ak47_PNG15445.jpg,1800,548,3.2846715328467155,109.16362762451172,51.61403274536133,255.0,0.0
ak47_PNG15448.jpg,1920,1080,1.7777777777777777,104.28106689453125,55.96247863769531,255.0,0.0
ak47_PNG15449.jpg,1580,1581,0.9993674889310563,83.1845932006836,62.59739303588867,255.0,0.0
ak47_PNG15450.jpg,256,256,1.0,52.0045166015625,46.219871520996094,255.0,0.0
ak47_PNG15452.jpg,400,289,1.3840830449826989,135.86190795898438,59.24501419067383,255.0,0.0
ak47_PNG15453.jpg,1920,825,2.327272727272727,61.256126403808594,49.25883102416992,255.0,0.0
ak47_PNG15455.jpg,398,150,2.6533333333333333,110.5785140991211,62.47132110595703,255.0,0.0
ak47_PNG15456.jpg,941,595,1.5815126050420167,115.74017333984375,32.067325592041016,255.0,0.0
ak47_PNG15463.jpg,600,601,0.9983361064891847,111.65278625488281,75.61991882324219,255.0,0.0
ak47_PNG15470.jpg,1442,1135,1.2704845814977974,134.42233276367188,66.79959869384766,255.0,0.0
ak47_PNG15471.jpg,580,368,1.576086956521739,110.1627426147461,58.31401062011719,255.0,0.0
alarm_clock_PNG13.jpg,1905,2130,0.8943661971830986,140.62855529785156,58.71102523803711,255.0,0.0
alarm_clock_PNG16.jpg,1024,1201,0.8526228143213989,122.08805847167969,80.6121597290039,255.0,0.0
alarm_clock_PNG17.jpg,1616,2223,0.7269455690508322,138.50257873535156,93.9661865234375,255.0,0.0
alarm_clock_PNG2.jpg,936,1298,0.7211093990755008,118.69792938232422,89.83463287353516,255.0,0.0
